id,word_1_en,word_2_en,word_3_en,word_1_ja,word_2_ja,word_3_ja,word_class,word_structure_A,word_structure_B,word_alt_en,word_alt_ja,word_IPA,img_URL,word_description,ENG_1,ENG_2,ENG_3,JPN_1,JPN_2,JPN_3,remind_frag,quiz_level
1263,format,format a document,Please format the document according to the guidelines.,形式,文書のフォーマットを整える,ガイドラインに従って文書の形式を整えてください。,名詞,form (形) + -at (名詞化),「形を作る」→ 形式,formalize,形式化する,/ˈfɔrmæt/,public\images\format.webp,情報が整理され、提示される特定の方式。,public\audio\ENG\1\format.mp3,public\audio\ENG\2\format.mp3,public\audio\ENG\3\format.mp3,public\audio\JPN\1\format.mp3,public\audio\JPN\2\format.mp3,public\audio\JPN\3\format.mp3,FALSE,1
1264,recipient,recipient of an award,She was the proud recipient of the community service award.,受取人,賞の受賞者,彼女は社会奉仕賞の誇り高き受賞者でした。,名詞,re- (再び) + cip (取る) + -ient (形容詞化),「受け取る人」→ 受取人,reception,受付,/rɪˈsɪp·i·ənt/,public\images\recipient.webp,何らかのものを受け取る人。,public\audio\ENG\1\recipient.mp3,public\audio\ENG\2\recipient.mp3,public\audio\ENG\3\recipient.mp3,public\audio\JPN\1\recipient.mp3,public\audio\JPN\2\recipient.mp3,public\audio\JPN\3\recipient.mp3,FALSE,1
1265,drill,fire drill,The school conducts a fire drill every semester to ensure safety.,訓練,消防訓練,学校では安全確保のため、毎学期に消防訓練を実施しています。,名詞,drill (訓練),「訓練する」→ 訓練,drilling,掘削,/drɪl/,public\images\drill.webp,特定の技能を身につけるための反復練習。,public\audio\ENG\1\drill.mp3,public\audio\ENG\2\drill.mp3,public\audio\ENG\3\drill.mp3,public\audio\JPN\1\drill.mp3,public\audio\JPN\2\drill.mp3,public\audio\JPN\3\drill.mp3,FALSE,1
1266,inability,inability to cope,His inability to cope with stress led him to seek counseling.,不能,対処できない,彼はストレスに対処することができず、カウンセリングを求めました。,名詞,in- (否定) + ability (能力),「能力がない」→ 不能,disable,無力にする,/ˌɪnəˈbɪləti/,public\images\inability.webp,何かをすることができない状態。,public\audio\ENG\1\inability.mp3,public\audio\ENG\2\inability.mp3,public\audio\ENG\3\inability.mp3,public\audio\JPN\1\inability.mp3,public\audio\JPN\2\inability.mp3,public\audio\JPN\3\inability.mp3,FALSE,1
1267,republic,democratic republic,She studied the history of the democratic republic for her class.,共和国,民主共和国,彼女はクラスで民主共和国の歴史を勉強しました。,名詞,re- (再び) + public (公共),「公共の場に戻す」→ 共和国,republican,共和主義者,/rɪˈpʌblɪk/,public\images\republic.webp,主権が国民にあり、選出された代表者が統治する国家形態。,public\audio\ENG\1\republic.mp3,public\audio\ENG\2\republic.mp3,public\audio\ENG\3\republic.mp3,public\audio\JPN\1\republic.mp3,public\audio\JPN\2\republic.mp3,public\audio\JPN\3\republic.mp3,FALSE,1
1268,combat,combat climate change,We must take immediate action to combat climate change.,戦闘,気候変動と戦う,私たちは気候変動と闘うために直ちに行動を起こさなければなりません。,名詞,com- (共に) + bat (打つ),「一緒に打つ」→ 戦闘,combative,闘争的な,/ˈkɑmbæt/,public\images\combat.webp,敵との闘い。または、問題に立ち向かう行為。,public\audio\ENG\1\combat.mp3,public\audio\ENG\2\combat.mp3,public\audio\ENG\3\combat.mp3,public\audio\JPN\1\combat.mp3,public\audio\JPN\2\combat.mp3,public\audio\JPN\3\combat.mp3,FALSE,1
1269,debris,clear debris,"After the storm, volunteers helped clear debris from the streets.",残骸,瓦礫を取り除く,嵐の後、ボランティアは街路から瓦礫の撤去を手伝った。,名詞,debris (破片),「破片」→ 残骸,debris field,残骸域,/ˈdebriː/,public\images\debris.webp,破壊や破損の後に残る断片やがれき。,public\audio\ENG\1\debris.mp3,public\audio\ENG\2\debris.mp3,public\audio\ENG\3\debris.mp3,public\audio\JPN\1\debris.mp3,public\audio\JPN\2\debris.mp3,public\audio\JPN\3\debris.mp3,FALSE,1
1270,bug,software bug,The latest update fixed a critical software bug.,虫,ソフトウェアのバグ,最新のアップデートでは、重大なソフトウェアのバグが修正されました。,名詞,bug (虫),「虫」→ 虫,buggy,バグのある,/bʌɡ,public\images\bug.webp,小さな昆虫。または、コンピュータプログラムの誤り。,public\audio\ENG\1\bug.mp3,public\audio\ENG\2\bug.mp3,public\audio\ENG\3\bug.mp3,public\audio\JPN\1\bug.mp3,public\audio\JPN\2\bug.mp3,public\audio\JPN\3\bug.mp3,FALSE,1
1271,fraction,a fraction of the cost,Buying refurbished electronics can save you a fraction of the cost.,分数,コストの一部,再生品の電子機器を購入すると、コストをほんの少し節約できます。,名詞,fract (割る) + -ion (名詞化),「割られたもの」→ 分数,fracture,骨折、亀裂,/ˈfrækʃən/,public\images\fraction.webp,一つの全体の部分を表す数学的表現。,public\audio\ENG\1\fraction.mp3,public\audio\ENG\2\fraction.mp3,public\audio\ENG\3\fraction.mp3,public\audio\JPN\1\fraction.mp3,public\audio\JPN\2\fraction.mp3,public\audio\JPN\3\fraction.mp3,FALSE,1
1272,index,stock market index,Investors keep a close eye on the stock market index.,索引,株式市場指数,投資家は株価指数に注目しています。,名詞,in- (中に) + dex (指),「指すもの」→ 索引,indexation,指標化,/ˈɪnˌdɛks/,public\images\index.webp,項目がリストされている順序付けられたリスト。または、測定基準。,public\audio\ENG\1\index.mp3,public\audio\ENG\2\index.mp3,public\audio\ENG\3\index.mp3,public\audio\JPN\1\index.mp3,public\audio\JPN\2\index.mp3,public\audio\JPN\3\index.mp3,FALSE,1
1273,intuition,trust one's intuition,"Sometimes, it's best to trust one's intuition in making decisions.",直感,自分の直感を信じる,場合によっては、決定を下す際に自分の直感を信じることが最善の場合があります。,名詞,in- (中に) + tu (見る) + -ition (名詞化),「内面を見る」→ 直感,intuitive,直感的な,/ˌɪn·tuˈɪʃ·ən/,public\images\intuition.webp,直接的な知識や理解を得る能力。論理的推理を伴わない。,public\audio\ENG\1\intuition.mp3,public\audio\ENG\2\intuition.mp3,public\audio\ENG\3\intuition.mp3,public\audio\JPN\1\intuition.mp3,public\audio\JPN\2\intuition.mp3,public\audio\JPN\3\intuition.mp3,FALSE,1
1274,motive,uncover a motive,The detective worked hard to uncover a motive for the crime.,動機,動機を明らかにする,刑事は犯罪の動機を解明するために一生懸命働きました。,名詞,mot- (動く) + -ive (形容詞化),「動機」→ 動機,motivation,やる気,/ˈmoʊ·tɪv/,public\images\motive.webp,行動を促す内部からの力。,public\audio\ENG\1\motive.mp3,public\audio\ENG\2\motive.mp3,public\audio\ENG\3\motive.mp3,public\audio\JPN\1\motive.mp3,public\audio\JPN\2\motive.mp3,public\audio\JPN\3\motive.mp3,FALSE,1
1275,consent,give consent,The patient must give consent before the procedure can proceed.,同意,同意する,処置を進める前に、患者は同意する必要があります。,名詞,con- (共に) + sent (感じる),「共に感じる」→ 同意,consensus,合意,/kənˈsɛnt/,public\images\consent.webp,何かをする許可や同意を示すこと。,public\audio\ENG\1\consent.mp3,public\audio\ENG\2\consent.mp3,public\audio\ENG\3\consent.mp3,public\audio\JPN\1\consent.mp3,public\audio\JPN\2\consent.mp3,public\audio\JPN\3\consent.mp3,FALSE,1
1276,hierarchy,social hierarchy,The documentary explores the social hierarchy within animal communities.,階層,社会階層,このドキュメンタリーは、動物コミュニティ内の社会階層を調査します。,名詞,hier- (聖なる) + archy (支配),「神聖な支配」→ 階層,hierarchical,階層的な,/ˈhaɪ·əˌrɑr·ki/,public\images\hierarchy.webp,組織やシステム内のランクや順序付け。,public\audio\ENG\1\hierarchy.mp3,public\audio\ENG\2\hierarchy.mp3,public\audio\ENG\3\hierarchy.mp3,public\audio\JPN\1\hierarchy.mp3,public\audio\JPN\2\hierarchy.mp3,public\audio\JPN\3\hierarchy.mp3,FALSE,1
1277,monument,historical monument,Visiting the historical monument was a highlight of our trip.,記念碑,歴史的記念碑,歴史的記念碑の訪問は私たちの旅行のハイライトでした。,名詞,monu- (警告) + -ment (名詞化),「警告を示すもの」→ 記念碑,monumental,記念碑的な,/ˈmɑːn·jʊ·mənt/,public\images\monument.webp,重要な人物や出来事を記念して建てられた構造物。,public\audio\ENG\1\monument.mp3,public\audio\ENG\2\monument.mp3,public\audio\ENG\3\monument.mp3,public\audio\JPN\1\monument.mp3,public\audio\JPN\2\monument.mp3,public\audio\JPN\3\monument.mp3,FALSE,1
1278,asset,valuable asset,His leadership skills are a valuable asset to the team.,資産,貴重な資産,彼のリーダーシップスキルはチームにとって貴重な資産です。,名詞,as- (～へ) + set (配置する),「配置されたもの」→ 資産,assetment,資産評価,/ˈæ·sɪt/,public\images\asset.webp,経済的価値を持つ所有物や有用な特性。,public\audio\ENG\1\asset.mp3,public\audio\ENG\2\asset.mp3,public\audio\ENG\3\asset.mp3,public\audio\JPN\1\asset.mp3,public\audio\JPN\2\asset.mp3,public\audio\JPN\3\asset.mp3,FALSE,1
1279,decent,live in decent conditions,Everyone has the right to live in decent conditions.,まともな,まともな環境で暮らす,誰もがまともな環境で暮らす権利を持っています。,形容詞,de- (下に) + cent (良い),「正しく下に行く」→ まともな,decency,礼儀,/ˈdi·sənt/,public\images\decent.webp,社会的に受け入れられる基準や良好な状態。,public\audio\ENG\1\decent.mp3,public\audio\ENG\2\decent.mp3,public\audio\ENG\3\decent.mp3,public\audio\JPN\1\decent.mp3,public\audio\JPN\2\decent.mp3,public\audio\JPN\3\decent.mp3,FALSE,1
1280,competent,competent professional,She is a competent professional who can handle the project well.,有能な,有能な専門家,彼女はプロジェクトをうまく処理できる有能な専門家です。,形容詞,com- (共に) + pet (求める) + -ent (形容詞化),「共に求める」→ 有能な,competition,競争,/ˈkɑmˌpɪ·tənt/,public\images\competent.webp,必要なスキルや知識を持ち、仕事を適切にこなす能力。,public\audio\ENG\1\competent.mp3,public\audio\ENG\2\competent.mp3,public\audio\ENG\3\competent.mp3,public\audio\JPN\1\competent.mp3,public\audio\JPN\2\competent.mp3,public\audio\JPN\3\competent.mp3,FALSE,1
1281,straightforward,straightforward answer,I appreciate a straightforward answer without any evasion.,分かりやすい,率直な答え,言い逃れのない率直な回答に感謝します。,形容詞,straight (まっすぐ) + forward (前),「まっすぐ前に」→ 分かりやすい,forward-thinking,先見の明がある,/ˌstreɪtˈfɔr·wərd/,public\images\straightforward.webp,理解しやすく、複雑でない直接的な方法または態度。,public\audio\ENG\1\straightforward.mp3,public\audio\ENG\2\straightforward.mp3,public\audio\ENG\3\straightforward.mp3,public\audio\JPN\1\straightforward.mp3,public\audio\JPN\2\straightforward.mp3,public\audio\JPN\3\straightforward.mp3,FALSE,1
1282,cosmetic,cosmetic changes,The renovation included only cosmetic changes to the façade.,化粧品,外観上の変更,改修工事にはファサードの外観上の変更のみが含まれていました。,名詞,cosmo- (秩序) + -etic (形容詞化),「美しく秩序ある」→ 化粧品,cosmetology,美容学,/kɑzˈmɛt·ɪk/,public\images\cosmetic.webp,外見を美しく見せるために用いられる物質。,public\audio\ENG\1\cosmetic.mp3,public\audio\ENG\2\cosmetic.mp3,public\audio\ENG\3\cosmetic.mp3,public\audio\JPN\1\cosmetic.mp3,public\audio\JPN\2\cosmetic.mp3,public\audio\JPN\3\cosmetic.mp3,FALSE,1
1283,delicate,delicate matter,This is a delicate matter that requires careful handling.,繊細な,デリケートな問題,これは慎重な取り扱いが必要なデリケートな問題です。,形容詞,deli- (喜ぶ) + -cate (形容詞化),「喜ばれる」→ 繊細な,delicacy,美味しいもの、珍味,/ˈdɛl·ɪ·kət/,public\images\delicate.webp,壊れやすい、または扱いが難しい性質。,public\audio\ENG\1\delicate.mp3,public\audio\ENG\2\delicate.mp3,public\audio\ENG\3\delicate.mp3,public\audio\JPN\1\delicate.mp3,public\audio\JPN\2\delicate.mp3,public\audio\JPN\3\delicate.mp3,FALSE,1
1284,interior,interior design,She has an excellent eye for interior design.,内部,インテリアデザイン,彼女はインテリアデザインに優れた目を持っています。,名詞,inter- (内側) + -ior (名詞化),「内部の」→ 内部,internalize,内面化する,/ɪnˈtɪr·i·ər/,public\images\interior.webp,何かの内側の部分。,public\audio\ENG\1\interior.mp3,public\audio\ENG\2\interior.mp3,public\audio\ENG\3\interior.mp3,public\audio\JPN\1\interior.mp3,public\audio\JPN\2\interior.mp3,public\audio\JPN\3\interior.mp3,FALSE,1
1285,transparent,transparent process,The company promises a transparent process in its dealings.,透明な,透明なプロセス,同社は取引において透明性のあるプロセスを約束します。,形容詞,trans- (越えて) + parent (現れる),「通して見える」→ 透明な,transpire,漏れる、発覚する,/trænsˈpɛr·ənt/,public\images\transparent.webp,物を通して見ることができる清澄な状態。,public\audio\ENG\1\transparent.mp3,public\audio\ENG\2\transparent.mp3,public\audio\ENG\3\transparent.mp3,public\audio\JPN\1\transparent.mp3,public\audio\JPN\2\transparent.mp3,public\audio\JPN\3\transparent.mp3,FALSE,1
1286,aesthetic,aesthetic appeal,The building's aesthetic appeal is undeniable.,美学的,美的魅力,建物の美的魅力は否定できません。,形容詞,aesthe- (感覚) + -tic (形容詞化),「感覚に関する」→ 美学的,aesthete,美学者,/iˈsθɛt·ɪk/,public\images\aesthetic.webp,美の感覚や原理に関連する。,public\audio\ENG\1\aesthetic.mp3,public\audio\ENG\2\aesthetic.mp3,public\audio\ENG\3\aesthetic.mp3,public\audio\JPN\1\aesthetic.mp3,public\audio\JPN\2\aesthetic.mp3,public\audio\JPN\3\aesthetic.mp3,FALSE,1
1287,deliberate,deliberate action,Taking deliberate action now can prevent problems later.,故意の,意図的な行動,今から意図的に行動を起こすことで、後々の問題を防ぐことができます。,形容詞,de- (強調) + liber (天秤にかける) + -ate (形容詞化),「よく考えられた」→ 故意の,deliberation,熟慮,/dɪˈlɪb·əˌreɪt/,public\images\deliberate.webp,計画的に、意図的に行われる行動。,public\audio\ENG\1\deliberate.mp3,public\audio\ENG\2\deliberate.mp3,public\audio\ENG\3\deliberate.mp3,public\audio\JPN\1\deliberate.mp3,public\audio\JPN\2\deliberate.mp3,public\audio\JPN\3\deliberate.mp3,FALSE,1
1288,demographic,demographic study,The demographic study reveals interesting trends about the population.,人口統計,人口統計調査,人口統計調査により、人口に関する興味深い傾向が明らかになりました。,形容詞,demo- (人々) + graph (書く) + -ic (形容詞化),「人々について書かれた」→ 人口統計,demography,人口統計学,/ˌdɛ·məˈɡræf·ɪk/,public\images\demographic.webp,人口の統計的特性、例えば年齢や性別。,public\audio\ENG\1\demographic.mp3,public\audio\ENG\2\demographic.mp3,public\audio\ENG\3\demographic.mp3,public\audio\JPN\1\demographic.mp3,public\audio\JPN\2\demographic.mp3,public\audio\JPN\3\demographic.mp3,FALSE,1
